GO:0000145	exocyst	A protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. At least eight complex components are conserved between yeast and mammals.
GO:0009327	NAD(P)+ transhydrogenase complex (AB-specific)	A protein complex that possesses NAD(P)+ transhydrogenase (AB-specific) activity. Homodimeric, trimeric, and heterotetrameric complexes have been identified.
GO:0009330	DNA topoisomerase complex (ATP-hydrolyzing)	Complex that possesses DNA topoisomerase (ATP-hydrolyzing) activity.
GO:0009337	sulfite reductase complex (NADPH)	A multisubunit iron flavoprotein, which in yeast is composed of 2 alpha and 2 beta subunits. Catalyzes the reduction of sulfite to sulfide.
GO:0009340	DNA topoisomerase IV complex	A heterodimeric enzyme, which in most bacterial species is composed of two subunits, ParC and ParE. Functions in chromosome segregation and can relax supercoiled DNA.
GO:0009344	nitrite reductase complex [NAD(P)H]	Complex that possesses nitrite reductase [NAD(P)H] activity.
GO:0009346	citrate lyase complex	Citrate lyase is a multienzyme complex with three constituents: the alpha subunit, citrate-ACP transferase; the beta subunit, citryl-ACP lyase; and the gamma subunit, an acyl-carrier protein which also carries the prosthetic group components. All three subunits are required for citrate lyase enzyme activity.
GO:0009356	aminodeoxychorismate synthase complex	A heterodimeric protein complex that possesses 4-amino-4-deoxychorismate synthase activity.
GO:0009366	enterobactin synthetase complex	A multienzyme complex usually composed of four proteins, EntB, EntD, EntE and EntF. Plays a role in the enterobactin biosynthesis pathway.
GO:0009512	cytochrome b6f complex	Complex that transfers electrons from reduced plastoquinone to oxidized plastocyanin and translocates protons from the stroma to the lumen. The complex contains a core structure of three catalytic subunits: cytochrome b, the Rieske iron sulfur protein (ISP), and cytochrome f, which are arranged in an integral membrane-bound dimeric complex; additional subunits are present, and vary among different species.
GO:0009538	photosystem I reaction center	A photochemical system containing P700, the chlorophyll a dimer that functions as a primary electron donor. Functioning as a light-dependent plastocyanin-ferredoxin oxidoreductase, it transfers electrons from plastocyanin to ferredoxin.
GO:0009539	photosystem II reaction center	An integral membrane complex containing P680, the chlorophyll a molecule that functions as a primary electron donor. In the light, functioning as a water-plastoquinone oxidoreductase, it transfers electrons from water to plastoquinone.
GO:0009544	chloroplast ATP synthase complex	The protein complex that catalyzes the phosphorylation of ADP to ATP in chloroplasts.
GO:0009655	PSII associated light-harvesting complex II, core complex	The pigment-protein complex primarily associated to PSII in higher plants, green algae and cyanobacteria that directly transfers electrons to the reaction center.
GO:0009656	PSII associated light-harvesting complex II, peripheral complex	Pigment-protein complex primarily associated to PSII in plants, green algae and cyanobacteria. Involved in state transitions that cause migration to PSI under certain environmental conditions such as high light.
GO:0009782	photosystem I antenna complex	The antenna complex of photosystem I. A photosystem has two closely linked components, an antenna containing light-absorbing pigments and a reaction center. Each antenna contains one or more light-harvesting complexes (LHCs).
GO:0009783	photosystem II antenna complex	The antenna complex of photosystem II. A photosystem has two closely linked components, an antenna containing light-absorbing pigments and a reaction center. Each antenna contains one or more light-harvesting complexes (LHCs).
GO:0009921	auxin efflux carrier complex	The protein complex associated with the plasma membrane of certain plant cells (e.g. root cortex, epidermal cells) that functions to transport auxin out of the cell.
GO:0010006	Toc complex	Protein translocon complex at the chloroplast outer membrane.
GO:0010278	chloroplast outer membrane translocon	The protein transport machinery of the chloroplast outer membrane that contains at least three components Toc159, Toc75 and Toc34, interacts with precursor proteins which are imported into the chloroplast in a GTP dependant manner.
GO:0010316	pyrophosphate-dependent phosphofructokinase complex	Heterodimeric complex that catalyzes the pyrophosphate-dependent phosphorylation of D-fructose 6-phosphate into D-fructose 1,6-bisphosphate.
GO:0010317	pyrophosphate-dependent phosphofructokinase complex, alpha-subunit complex	Refers to the alpha subunit of the heterodimeric complex that possesses pyrophosphate-dependent phosphofructokinase activity.
GO:0010318	pyrophosphate-dependent phosphofructokinase complex, beta-subunit complex	Refers to the beta subunit of the heterodimeric complex that possesses pyrophosphate-dependent phosphofructokinase activity.
GO:0010598	NAD(P)H dehydrogenase complex (plastoquinone)	Complex that possesses NAD(P)H dehydrogenase (plastoquinone) activity. The complex is one of the components of the electron transport chain. It is involved in electron transport from an unidentified electron donor, possibly NADH, NADPH or ferredoxin(Fd) to the plastoquinone pool.
GO:0016010	dystrophin-associated glycoprotein complex	A multiprotein complex that forms a strong mechanical link between the cytoskeleton and extracellular matrix; typical of, but not confined to, muscle cells. The complex is composed of transmembrane, cytoplasmic, and extracellular proteins, including dystrophin, sarcoglycans, dystroglycan, dystrobrevins, syntrophins, sarcospan, caveolin-3, and NO synthase.
GO:0016011	dystroglycan complex	A protein complex that includes alpha- and beta-dystroglycan, which are alternative products of the same gene; the laminin-binding component of the dystrophin-associated glycoprotein complex, providing a link between the subsarcolemmal cytoskeleton (in muscle cells) and the extracellular matrix. Alpha-dystroglycan is an extracellular protein binding to alpha-laminin and to beta-dystroglycan; beta-dystroglycan is a transmembrane protein which binds alpha-dystroglycan and dystrophin.
GO:0016012	sarcoglycan complex	A protein complex formed of four sarcoglycans plus sarcospan; there are six known sarcoglycans: alpha-, beta-, gamma-, delta-, epsilon- and zeta-sarcoglycan; all are N-glycosylated single-pass transmembrane proteins. The sarcoglycan-sarcospan complex is a subcomplex of the dystrophin glycoprotein complex, and is fixed to the dystrophin axis by a lateral association with the dystroglycan complex.
GO:0016013	syntrophin complex	A protein complex that includes alpha-, beta1-, beta2-syntrophins and syntrophin-like proteins; the syntrophin complex binds to the second half of the carboxy-terminal domain of dystrophin; also associates with neuronal nitric oxide synthase.
GO:0016014	dystrobrevin complex	A protein complex comprising alpha- and beta-dystrobrevin; forms part of the dystrophin glycoprotein complex.
GO:0016027	inaD signaling complex	A complex of proteins that are involved in phototransduction and attached to the transient receptor potential (TRP) channel. The protein connections are mediated through inaD.
GO:0016272	prefoldin complex	A multisubunit chaperone that is capable of delivering unfolded proteins to cytosolic chaperonin, which it acts as a cofactor for. In humans, the complex is a heterohexamer of two PFD-alpha and four PFD-beta type subunits. In Saccharomyces cerevisiae, it also acts in the nucleus to regulate the rate of elongation by RNA polymerase II via a direct effect on histone dynamics.
GO:0016281	eukaryotic translation initiation factor 4F complex	The eukaryotic translation initiation factor 4F complex is composed of eIF4E, eIF4A and eIF4G; it is involved in the recognition of the mRNA cap, ATP-dependent unwinding of the 5'-terminal secondary structure and recruitment of the mRNA to the ribosome.
GO:0016342	catenin complex	Complex of peripheral cytoplasmic proteins (alpha-, beta- and gamma-catenin) that interact with the cytoplasmic region of uvomorulin/E-cadherin to connect it to the actin cytoskeleton.
GO:0016592	mediator complex	A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins.
GO:0016600	flotillin complex	A protein complex that contains flotillin-1 and flotillin-2, and may contain associated proteins. Flotillins associate into membrane microdomains resembling caveolae.
GO:0017086	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex	A protein complex that catalyzes the reaction 3-methyl-2-oxobutanoate + lipoamide = S-(2-methylpropanoyl)-dihydrolipoamide + carbon dioxide (CO2). This requires thiamine diphosphate; the enzyme also acts on (S)-3-methyl-2-oxopentanoate and 4-methyl-2-oxo-pentanoate.
GO:0017087	mitochondrial processing peptidase complex	A protein complex that consists of a catalytic alpha subunit (alpha-MPP) and a regulatory beta subunit (beta-MPP), and catalyzes the release of N-terminal targeting peptides from precursor proteins imported into the mitochondrion.
GO:0017090	meprin A complex	A protein complex that is located in the cell membrane, and is involved in the metabolism of peptides, including neuropeptides. The complex has metalloendopeptidase activity that catalyzes the hydrolysis of protein and peptide substrates, preferentially on carboxyl side of hydrophobic residues.
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	A multienzyme complex found in all multicellular eukaryotes composed of eight proteins with aminoacyl-tRNA synthetase activities (abbreviated as: ArgRS, AspRS, GluProRS, GlnRS, IleRS, LeuRS, LysRS, MetRS where RS is the enzyme, preceded by the amino acid it uses as a substrate) as well as three non-synthetase proteins (p43, p38, and p18) with diverse functions. Several of these subunits are known dimers, so the total polypeptide count in the multisynthetase complex is at least fifteen. All of the enzymes in this assembly catalyze the same reaction, the covalent attachment of an amino acid to either the 2'- or 3'-hydroxyl of the 3'-terminal adenosine of tRNA, but using different substrates.
GO:0017102	methionyl glutamyl tRNA synthetase complex	A complex consisting of methionyl- and glutamyl-tRNA synthetases. The tRNA synthetases present in the complex bind to their cognate tRNAs more efficiently than they do as monomers.
GO:0017119	Golgi transport complex	A complex of proteins that, in vitro, stimulates intra-Golgi transport; a 13S complex, about 800 kDa in size and consists of at least five polypeptides. In yeast, this complex is called the Sec34/35 complex and is composed of eight subunits (Sec34p, Sec35p, Dor1p, Cod1p, Cod2p, Cod3p, Cod4p, and Cod5p).
GO:0017177	glucosidase II complex	A heterodimeric complex that catalyzes the trimming of glucose residues from N-linked core glycans on newly synthesized glycoproteins.
GO:0019008	molybdopterin synthase complex	A protein complex that possesses molybdopterin synthase activity. In E. coli, the complex is a heterotetramer consisting of two MoaD and two MoaE subunits.
GO:0019035	viral integration complex	A nucleoprotein complex containing viral genetic material and associated viral and host proteins, which is capable of inserting a viral genome into a host genome.
GO:0019036	viral transcriptional complex	Specific locations and structures in the virus infected cell involved in transcribing the viral genome.
GO:0019197	phosphoenolpyruvate-dependent sugar phosphotransferase complex	Includes phosphoenolpyruvate-protein phosphatase (enzyme I of the phosphotransferase system) and protein-N(PI)-phosphohistidine-sugar phosphotransferase (enzyme II of the phosphotransferase system).
GO:0022623	proteasome-activating nucleotidase complex	A homohexameric complex that recognizes and unfolds core proteasome substrate proteins, and translocates them to the core complex in an ATP dependent manner.
GO:0022624	proteasome accessory complex	A protein complex, that caps one or both ends of the proteasome core complex and regulates entry into, or exit from, the proteasome core complex.
GO:0030014	CCR4-NOT complex	The evolutionarily conserved CCR4-NOT complex is involved in several aspects of mRNA metabolism, including repression and activation of mRNA initiation, control of mRNA elongation, and the deadenylation and subsequent degradation of mRNA. In Saccharomyces the CCR4-NOT complex comprises a core complex of 9 proteins (Ccr4p, Caf1p, Caf40p, Caf130p, Not1p, Not2p, Not3p, Not4p, and Not5p), Caf4p, Caf16p, and several less well characterized proteins.
GO:0030015	CCR4-NOT core complex	The core of the CCR4-NOT complex. In Saccharomyces the CCR4-NOT core complex comprises Ccr4p, Caf1p, Caf40p, Caf130p, Not1p, Not2p, Not3p, Not4p, and Not5p.
GO:0030080	B875 antenna complex	Protein complex that surrounds and transfers excitation energy directly to the bacterial reaction center; binds bacteriochlorophyll a and has a single absorption band between 870 and 890 nm.
GO:0030081	B800-820 antenna complex	Protein-pigment complex that absorbs light at 800 and 820 nm; is peripherally associated to the bacterial reaction center; transfers excitation energy to the B875 antenna complex.
GO:0030082	B800-850 antenna complex	Protein-pigment complex that absorbs light at 800 and 850 nm; is peripherally associated to the bacterial reaction center; transfers excitation energy to the B875 antenna complex.
GO:0030085	PSII associated light-harvesting complex II, peripheral complex, LHCIIb subcomplex	A pigment protein complex that forms part of the photosystem II associated light-harvesting complex II; contains two proteins (usually about 28 and 27 kDa), and may contain a third; peripherally located relative to other LHC polypeptides.
GO:0030314	junctional membrane complex	Complex formed in muscle cells between the membrane of the sarcoplasmic reticulum and invaginations of the plasma membrane (T-tubules).
GO:0030870	Mre11 complex	Trimeric protein complex that possesses endonuclease activity; involved in meiotic recombination, DNA repair and checkpoint signaling. In Saccharomyces cerevisiae, the complex comprises Mre11p, Rad50p, and Xrs2p; complexes identified in other species generally contain proteins orthologous to the Saccharomyces cerevisiae proteins.
GO:0030877	beta-catenin destruction complex	A cytoplasmic protein complex containing glycogen synthase kinase-3-beta (GSK-3-beta), the adenomatous polyposis coli protein (APC), and the scaffolding protein axin, among others; phosphorylates beta-catenin, targets it for degradation by the proteasome.
GO:0030895	apolipoprotein B mRNA editing enzyme complex	Protein complex that mediates editing of the mRNA encoding apolipoprotein B; catalyzes the deamination of C to U (residue 6666 in the human mRNA). Contains a catalytic subunit, APOBEC-1, and other proteins (e.g. human ASP; rat ASP and KSRP).
GO:0030896	checkpoint clamp complex	Conserved heterotrimeric complex of PCNA-like proteins that is loaded onto DNA at sites of DNA damage.
GO:0030905	retromer complex, outer shell	One of two subcomplexes that combine to form the retromer, believed to be peripherally associated with the membrane. The budding yeast complex comprises Vps5p and Vps17p, and may contain multiple copies of a Vps5p/Vps17p dimer.
GO:0030906	retromer complex, inner shell	One of two subcomplexes that combine to form the retromer, believed to be closely associated with the membrane. In budding yeast the complex comprises Vps35p, Vps29p, and Vps26p.
GO:0030915	Smc5-Smc6 complex	A conserved complex that contains a heterodimer of SMC proteins (Smc5p and Smc6p, or homologs thereof) and several other proteins, and is involved in DNA repair and maintaining cell cycle arrest following DNA damage. In S. cerevisiae, this is an octameric complex called Mms21-Smc5-Smc6 complex, with at least five of its subunits conserved in fission yeast and humans.
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	A protein complex that possesses glutamyl-tRNA(Gln) amidotransferase activity, and therefore creates Gln-tRNA by amidating Glu-tRNA; usually composed of 3 subunits: A, B, and C. Note that the C subunit may not be required in all organisms.
GO:0030990	intraciliary transport particle	A nonmembrane-bound oligomeric protein complex that participates in bidirectional transport of molecules (cargo) along axonemal microtubules.
GO:0030991	intraciliary transport particle A	The smaller subcomplex of the intraciliary transport particle; characterized complexes have molecular weights of 710-760 kDa.
GO:0030992	intraciliary transport particle B	The larger subcomplex of the intraciliary transport particle; characterized complexes have molecular weights around 550 kDa.
GO:0030993	axonemal heterotrimeric kinesin-II complex	A kinesin complex found in eukaryotic axonemes that contains two distinct plus end-directed kinesin motor proteins and at least one accessory subunit, and that functions in the anterograde transport of molecules (cargo) from the basal body to the distal tip of the axoneme.
GO:0031080	nuclear pore outer ring	A subcomplex of the nuclear pore complex (NPC) that forms the outer rings of the core scaffold, a lattice-like structure that gives the NPC its shape and strength. In S. cerevisiae, the two outer rings each contain multiple copies of the following proteins: Nup133p, Nup120p, Nup145Cp, Nup85p, Nup84p, Seh1p, and Sec13p. In vertebrates, the two outer rings each contain multiple copies of the following proteins: Nup133, Nup160, Nup96, Nup75, Nup107, Seh1, Sec13, Nup43, Nup37, and ALADIN. Components are arranged in 8-fold symmetrical 'spokes' around the central transport channel. A single 'spoke', can be isolated and is sometimes referred to as the Nup84 complex (S. cerevisiae) or the Nup107-160 complex (vertebrates).
GO:0031205	endoplasmic reticulum Sec complex	An endoplasmic reticulum membrane-associated complex involved in the translocation of proteins that are targeted to the ER. In yeast, this complex consists of two subcomplexes, namely, the Sec61 complex and the Sec62/Sec63 complex.
GO:0031207	Sec62/Sec63 complex	A protein complex involved in the posttranslational targeting of proteins to the ER. In yeast, it is a tetrameric complex consisting of Sec62p, Sec63p, Sec71p and Sec72p.
GO:0031209	SCAR complex	A heterotetrameric complex that includes orthologues of human PIR121, Nap125 and HSPC300 and regulates actin polymerization and/or depolymerization through small GTPase mediated signal transduction.
GO:0031250	anaerobic ribonucleoside-triphosphate reductase complex	An enzyme complex composed of 4 subunits, 2 copies of the large protein (nrdD in E. coli) and 2 copies of the small protein (nrdG in E. coli). It catalyzes the generation of 2'deoxyribonucleotides under anaerobic growth conditions. The larger subunit is the catalytic unit that is activated by the smaller iron-binding subunit.
GO:0031251	PAN complex	A complex that possesses poly(A)-specific ribonuclease activity; catalyzes the message-specific shortening of mRNA poly(A) tails. Contains at least two subunits, known as Pan2p and Pan3p in Saccharomyces.
GO:0031262	Ndc80 complex	A protein complex conserved among eukaryotes that forms part of the kinetochore and plays an essential role in forming stable kinetochore-microtubule attachments. The complex contains proteins known in several species, including budding and fission yeasts, as Ndc80p, Nuf2p, Spc24p, and Spc25p. In vertebrates it is part of the outer plate of the kinetochore.
GO:0031389	Rad17 RFC-like complex	A pentameric protein complex related to replication factor C, which loads a trimeric complex of checkpoint proteins (known as the checkpoint clamp or 9-1-1 complex) onto DNA at damage sites; functions in DNA damage cell cycle checkpoints. In Schizosaccharomyces pombe the subunits are known as Rad17, Rfc2, Rfc3, Rfc4, and Rfc5, while in Saccharomyces cerevisiae the subunits are known as Rad24p, Rfc2p, Rfc3p, Rfc4p, and Rfc5p.
GO:0031390	Ctf18 RFC-like complex	A heptameric complex related to replication factor C, which loads the DNA polymerase processivity factor proliferating cell nuclear antigen (PCNA) onto DNA and plays a vital role in chromosome cohesion. In Saccharomyces the subunits are known as Ctf18p, Rfc2p, Rfc3p, Rfc4p, Rfc5p, Dcc1p, and Ctf8p.
GO:0031391	Elg1 RFC-like complex	A pentameric complex related to replication factor C, which loads the DNA polymerase processivity factor proliferating cell nuclear antigen (PCNA) onto DNA and has roles in telomere length regulation and other aspects of genome stability. In Saccharomyces the subunits are known as Elg1p, Rfc2p, Rfc3p, Rfc4p, and Rfc5p.
GO:0031395	bursicon neuropeptide hormone complex	A neuropeptide hormone secreted by the central nervous system of insects that stimulates the tanning and sclerotization of the adult cuticle following eclosion. The active hormone consists of an obligate heterodimer of the alpha and beta subunits.
GO:0031422	RecQ helicase-Topo III complex	A complex containing a RecQ family helicase and a topoisomerase III homologue; may also include one or more additional proteins; conserved from E. coli to human.
